"Year","Emission category","Greenhouse gas","Emission, thousand tonnes of CO2 eq. (GWP=AR5)"
"2019","2 Industrial processes and product use","Total",5340
"2019","2 Industrial processes and product use","Carbon dioxide (CO2)",4144
"2019","2 Industrial processes and product use","Methane (CH4)",1
"2019","2 Industrial processes and product use","Nitrous oxide (N2O)",199
"2019","2 Industrial processes and product use","F-gases (HFCs+PFCs+SF6)",995
"2019","2 Industrial processes and product use","Hydrofluorocarbons (HFCs)",969
"2019","2 Industrial processes and product use","Perfluorocarbons (PFCs)",2
"2019","2 Industrial processes and product use","Sulfur hexafluoride (SF6)",24
"2019","2A Mineral industry","Total",972
"2019","2A Mineral industry","Carbon dioxide (CO2)",972
"2019","2A Mineral industry","Methane (CH4)",-
"2019","2A Mineral industry","Nitrous oxide (N2O)",-
"2019","2A Mineral industry","F-gases (HFCs+PFCs+SF6)",-
"2019","2A Mineral industry","Hydrofluorocarbons (HFCs)",-
"2019","2A Mineral industry","Perfluorocarbons (PFCs)",-
"2019","2A Mineral industry","Sulfur hexafluoride (SF6)",-
"2019","2B Chemical industry","Total",1326
"2019","2B Chemical industry","Carbon dioxide (CO2)",1142
"2019","2B Chemical industry","Methane (CH4)",1
"2019","2B Chemical industry","Nitrous oxide (N2O)",182
"2019","2B Chemical industry","F-gases (HFCs+PFCs+SF6)",-
"2019","2B Chemical industry","Hydrofluorocarbons (HFCs)",-
"2019","2B Chemical industry","Perfluorocarbons (PFCs)",-
"2019","2B Chemical industry","Sulfur hexafluoride (SF6)",-
"2019","2C Metal industry","Total",1875
"2019","2C Metal industry","Carbon dioxide (CO2)",1875
"2019","2C Metal industry","Methane (CH4)",0
"2019","2C Metal industry","Nitrous oxide (N2O)",-
"2019","2C Metal industry","F-gases (HFCs+PFCs+SF6)",-
"2019","2C Metal industry","Hydrofluorocarbons (HFCs)",-
"2019","2C Metal industry","Perfluorocarbons (PFCs)",-
"2019","2C Metal industry","Sulfur hexafluoride (SF6)",-
"2019","2D Non-energy products from fuels and solvent use","Total",156
"2019","2D Non-energy products from fuels and solvent use","Carbon dioxide (CO2)",155
"2019","2D Non-energy products from fuels and solvent use","Methane (CH4)",0
"2019","2D Non-energy products from fuels and solvent use","Nitrous oxide (N2O)",1
"2019","2D Non-energy products from fuels and solvent use","F-gases (HFCs+PFCs+SF6)",-
"2019","2D Non-energy products from fuels and solvent use","Hydrofluorocarbons (HFCs)",-
"2019","2D Non-energy products from fuels and solvent use","Perfluorocarbons (PFCs)",-
"2019","2D Non-energy products from fuels and solvent use","Sulfur hexafluoride (SF6)",-
"2019","2F Product uses as substitutes for ozone-depleting substances","Total",966
"2019","2F Product uses as substitutes for ozone-depleting substances","Carbon dioxide (CO2)",-
"2019","2F Product uses as substitutes for ozone-depleting substances","Methane (CH4)",-
"2019","2F Product uses as substitutes for ozone-depleting substances","Nitrous oxide (N2O)",-
"2019","2F Product uses as substitutes for ozone-depleting substances","F-gases (HFCs+PFCs+SF6)",966
"2019","2F Product uses as substitutes for ozone-depleting substances","Hydrofluorocarbons (HFCs)",965
"2019","2F Product uses as substitutes for ozone-depleting substances","Perfluorocarbons (PFCs)",1
"2019","2F Product uses as substitutes for ozone-depleting substances","Sulfur hexafluoride (SF6)",-
"2019","2F1 Refrigeration and air conditioning","Total",940
"2019","2F1 Refrigeration and air conditioning","Carbon dioxide (CO2)",-
"2019","2F1 Refrigeration and air conditioning","Methane (CH4)",-
"2019","2F1 Refrigeration and air conditioning","Nitrous oxide (N2O)",-
"2019","2F1 Refrigeration and air conditioning","F-gases (HFCs+PFCs+SF6)",940
"2019","2F1 Refrigeration and air conditioning","Hydrofluorocarbons (HFCs)",939
"2019","2F1 Refrigeration and air conditioning","Perfluorocarbons (PFCs)",1
"2019","2F1 Refrigeration and air conditioning","Sulfur hexafluoride (SF6)",-
"2019","2F1a Commercial refrigeration","Total",611
"2019","2F1a Commercial refrigeration","Carbon dioxide (CO2)",-
"2019","2F1a Commercial refrigeration","Methane (CH4)",-
"2019","2F1a Commercial refrigeration","Nitrous oxide (N2O)",-
"2019","2F1a Commercial refrigeration","F-gases (HFCs+PFCs+SF6)",611
"2019","2F1a Commercial refrigeration","Hydrofluorocarbons (HFCs)",611
"2019","2F1a Commercial refrigeration","Perfluorocarbons (PFCs)",-
"2019","2F1a Commercial refrigeration","Sulfur hexafluoride (SF6)",-
"2019","2F1b Domestic refrigeration","Total",1
"2019","2F1b Domestic refrigeration","Carbon dioxide (CO2)",-
"2019","2F1b Domestic refrigeration","Methane (CH4)",-
"2019","2F1b Domestic refrigeration","Nitrous oxide (N2O)",-
"2019","2F1b Domestic refrigeration","F-gases (HFCs+PFCs+SF6)",1
"2019","2F1b Domestic refrigeration","Hydrofluorocarbons (HFCs)",1
"2019","2F1b Domestic refrigeration","Perfluorocarbons (PFCs)",-
"2019","2F1b Domestic refrigeration","Sulfur hexafluoride (SF6)",-
"2019","2F1c Industrial refrigeration","Total",56
"2019","2F1c Industrial refrigeration","Carbon dioxide (CO2)",-
"2019","2F1c Industrial refrigeration","Methane (CH4)",-
"2019","2F1c Industrial refrigeration","Nitrous oxide (N2O)",-
"2019","2F1c Industrial refrigeration","F-gases (HFCs+PFCs+SF6)",56
"2019","2F1c Industrial refrigeration","Hydrofluorocarbons (HFCs)",56
"2019","2F1c Industrial refrigeration","Perfluorocarbons (PFCs)",1
"2019","2F1c Industrial refrigeration","Sulfur hexafluoride (SF6)",-
"2019","2F1d Transport refrigeration","Total",11
"2019","2F1d Transport refrigeration","Carbon dioxide (CO2)",-
"2019","2F1d Transport refrigeration","Methane (CH4)",-
"2019","2F1d Transport refrigeration","Nitrous oxide (N2O)",-
"2019","2F1d Transport refrigeration","F-gases (HFCs+PFCs+SF6)",11
"2019","2F1d Transport refrigeration","Hydrofluorocarbons (HFCs)",11
"2019","2F1d Transport refrigeration","Perfluorocarbons (PFCs)",-
"2019","2F1d Transport refrigeration","Sulfur hexafluoride (SF6)",-
"2019","2F1e Mobile air-conditioning","Total",148
"2019","2F1e Mobile air-conditioning","Carbon dioxide (CO2)",-
"2019","2F1e Mobile air-conditioning","Methane (CH4)",-
"2019","2F1e Mobile air-conditioning","Nitrous oxide (N2O)",-
"2019","2F1e Mobile air-conditioning","F-gases (HFCs+PFCs+SF6)",148
"2019","2F1e Mobile air-conditioning","Hydrofluorocarbons (HFCs)",148
"2019","2F1e Mobile air-conditioning","Perfluorocarbons (PFCs)",-
"2019","2F1e Mobile air-conditioning","Sulfur hexafluoride (SF6)",-
"2019","2F1f Stationary air-conditioning","Total",112
"2019","2F1f Stationary air-conditioning","Carbon dioxide (CO2)",-
"2019","2F1f Stationary air-conditioning","Methane (CH4)",-
"2019","2F1f Stationary air-conditioning","Nitrous oxide (N2O)",-
"2019","2F1f Stationary air-conditioning","F-gases (HFCs+PFCs+SF6)",112
"2019","2F1f Stationary air-conditioning","Hydrofluorocarbons (HFCs)",112
"2019","2F1f Stationary air-conditioning","Perfluorocarbons (PFCs)",-
"2019","2F1f Stationary air-conditioning","Sulfur hexafluoride (SF6)",-
"2019","2F2 Foam blowing agents","Total",5
"2019","2F2 Foam blowing agents","Carbon dioxide (CO2)",-
"2019","2F2 Foam blowing agents","Methane (CH4)",-
"2019","2F2 Foam blowing agents","Nitrous oxide (N2O)",-
"2019","2F2 Foam blowing agents","F-gases (HFCs+PFCs+SF6)",5
"2019","2F2 Foam blowing agents","Hydrofluorocarbons (HFCs)",5
"2019","2F2 Foam blowing agents","Perfluorocarbons (PFCs)",-
"2019","2F2 Foam blowing agents","Sulfur hexafluoride (SF6)",-
"2019","2F4 Aerosols","Total",21
"2019","2F4 Aerosols","Carbon dioxide (CO2)",-
"2019","2F4 Aerosols","Methane (CH4)",-
"2019","2F4 Aerosols","Nitrous oxide (N2O)",-
"2019","2F4 Aerosols","F-gases (HFCs+PFCs+SF6)",21
"2019","2F4 Aerosols","Hydrofluorocarbons (HFCs)",21
"2019","2F4 Aerosols","Perfluorocarbons (PFCs)",-
"2019","2F4 Aerosols","Sulfur hexafluoride (SF6)",-
"2019","2G Other product manufacture and use","Total",36
"2019","2G Other product manufacture and use","Carbon dioxide (CO2)",-
"2019","2G Other product manufacture and use","Methane (CH4)",-
"2019","2G Other product manufacture and use","Nitrous oxide (N2O)",16
"2019","2G Other product manufacture and use","F-gases (HFCs+PFCs+SF6)",20
"2019","2G Other product manufacture and use","Hydrofluorocarbons (HFCs)",-
"2019","2G Other product manufacture and use","Perfluorocarbons (PFCs)",-
"2019","2G Other product manufacture and use","Sulfur hexafluoride (SF6)",20
"2019","2H Other emissions from industrial processses","Total",10
"2019","2H Other emissions from industrial processses","Carbon dioxide (CO2)",-
"2019","2H Other emissions from industrial processses","Methane (CH4)",-
"2019","2H Other emissions from industrial processses","Nitrous oxide (N2O)",-
"2019","2H Other emissions from industrial processses","F-gases (HFCs+PFCs+SF6)",10
"2019","2H Other emissions from industrial processses","Hydrofluorocarbons (HFCs)",4
"2019","2H Other emissions from industrial processses","Perfluorocarbons (PFCs)",1
"2019","2H Other emissions from industrial processses","Sulfur hexafluoride (SF6)",5
"2019","3 Agriculture","Total",6318
"2019","3 Agriculture","Carbon dioxide (CO2)",190
"2019","3 Agriculture","Methane (CH4)",2714
"2019","3 Agriculture","Nitrous oxide (N2O)",3414
"2019","3 Agriculture","F-gases (HFCs+PFCs+SF6)",-
"2019","3 Agriculture","Hydrofluorocarbons (HFCs)",-
"2019","3 Agriculture","Perfluorocarbons (PFCs)",-
"2019","3 Agriculture","Sulfur hexafluoride (SF6)",-
"2019","3A  Enteric fermentation","Total",2211
"2019","3A  Enteric fermentation","Carbon dioxide (CO2)",-
"2019","3A  Enteric fermentation","Methane (CH4)",2211
"2019","3A  Enteric fermentation","Nitrous oxide (N2O)",-
"2019","3A  Enteric fermentation","F-gases (HFCs+PFCs+SF6)",-
"2019","3A  Enteric fermentation","Hydrofluorocarbons (HFCs)",-
"2019","3A  Enteric fermentation","Perfluorocarbons (PFCs)",-
"2019","3A  Enteric fermentation","Sulfur hexafluoride (SF6)",-
"2019","3A1 Cattle","Total",1996
"2019","3A1 Cattle","Carbon dioxide (CO2)",-
"2019","3A1 Cattle","Methane (CH4)",1996
"2019","3A1 Cattle","Nitrous oxide (N2O)",-
"2019","3A1 Cattle","F-gases (HFCs+PFCs+SF6)",-
"2019","3A1 Cattle","Hydrofluorocarbons (HFCs)",-
"2019","3A1 Cattle","Perfluorocarbons (PFCs)",-
"2019","3A1 Cattle","Sulfur hexafluoride (SF6)",-
"2019","3A1a Dairy cattle","Total",1129
"2019","3A1a Dairy cattle","Carbon dioxide (CO2)",-
"2019","3A1a Dairy cattle","Methane (CH4)",1129
"2019","3A1a Dairy cattle","Nitrous oxide (N2O)",-
"2019","3A1a Dairy cattle","F-gases (HFCs+PFCs+SF6)",-
"2019","3A1a Dairy cattle","Hydrofluorocarbons (HFCs)",-
"2019","3A1a Dairy cattle","Perfluorocarbons (PFCs)",-
"2019","3A1a Dairy cattle","Sulfur hexafluoride (SF6)",-
"2019","3A1b Non-dairy cattle","Total",867
"2019","3A1b Non-dairy cattle","Carbon dioxide (CO2)",-
"2019","3A1b Non-dairy cattle","Methane (CH4)",867
"2019","3A1b Non-dairy cattle","Nitrous oxide (N2O)",-
"2019","3A1b Non-dairy cattle","F-gases (HFCs+PFCs+SF6)",-
"2019","3A1b Non-dairy cattle","Hydrofluorocarbons (HFCs)",-
"2019","3A1b Non-dairy cattle","Perfluorocarbons (PFCs)",-
"2019","3A1b Non-dairy cattle","Sulfur hexafluoride (SF6)",-
"2019","3A2 Sheep","Total",36
"2019","3A2 Sheep","Carbon dioxide (CO2)",-
"2019","3A2 Sheep","Methane (CH4)",36
"2019","3A2 Sheep","Nitrous oxide (N2O)",-
"2019","3A2 Sheep","F-gases (HFCs+PFCs+SF6)",-
"2019","3A2 Sheep","Hydrofluorocarbons (HFCs)",-
"2019","3A2 Sheep","Perfluorocarbons (PFCs)",-
"2019","3A2 Sheep","Sulfur hexafluoride (SF6)",-
"2019","3A3 Swine","Total",31
"2019","3A3 Swine","Carbon dioxide (CO2)",-
"2019","3A3 Swine","Methane (CH4)",31
"2019","3A3 Swine","Nitrous oxide (N2O)",-
"2019","3A3 Swine","F-gases (HFCs+PFCs+SF6)",-
"2019","3A3 Swine","Hydrofluorocarbons (HFCs)",-
"2019","3A3 Swine","Perfluorocarbons (PFCs)",-
"2019","3A3 Swine","Sulfur hexafluoride (SF6)",-
"2019","3A4a Goats","Total",1
"2019","3A4a Goats","Carbon dioxide (CO2)",-
"2019","3A4a Goats","Methane (CH4)",1
"2019","3A4a Goats","Nitrous oxide (N2O)",-
"2019","3A4a Goats","F-gases (HFCs+PFCs+SF6)",-
"2019","3A4a Goats","Hydrofluorocarbons (HFCs)",-
"2019","3A4a Goats","Perfluorocarbons (PFCs)",-
"2019","3A4a Goats","Sulfur hexafluoride (SF6)",-
"2019","3A4b Horses and ponies","Total",37
"2019","3A4b Horses and ponies","Carbon dioxide (CO2)",-
"2019","3A4b Horses and ponies","Methane (CH4)",37
"2019","3A4b Horses and ponies","Nitrous oxide (N2O)",-
"2019","3A4b Horses and ponies","F-gases (HFCs+PFCs+SF6)",-
"2019","3A4b Horses and ponies","Hydrofluorocarbons (HFCs)",-
"2019","3A4b Horses and ponies","Perfluorocarbons (PFCs)",-
"2019","3A4b Horses and ponies","Sulfur hexafluoride (SF6)",-
"2019","3A4di Reindeer","Total",105
"2019","3A4di Reindeer","Carbon dioxide (CO2)",-
"2019","3A4di Reindeer","Methane (CH4)",105
"2019","3A4di Reindeer","Nitrous oxide (N2O)",-
"2019","3A4di Reindeer","F-gases (HFCs+PFCs+SF6)",-
"2019","3A4di Reindeer","Hydrofluorocarbons (HFCs)",-
"2019","3A4di Reindeer","Perfluorocarbons (PFCs)",-
"2019","3A4di Reindeer","Sulfur hexafluoride (SF6)",-
"2019","3A4dii Fur-bearing animals","Total",6
"2019","3A4dii Fur-bearing animals","Carbon dioxide (CO2)",-
"2019","3A4dii Fur-bearing animals","Methane (CH4)",6
"2019","3A4dii Fur-bearing animals","Nitrous oxide (N2O)",-
"2019","3A4dii Fur-bearing animals","F-gases (HFCs+PFCs+SF6)",-
"2019","3A4dii Fur-bearing animals","Hydrofluorocarbons (HFCs)",-
"2019","3A4dii Fur-bearing animals","Perfluorocarbons (PFCs)",-
"2019","3A4dii Fur-bearing animals","Sulfur hexafluoride (SF6)",-
"2019","3B Manure management","Total",747
"2019","3B Manure management","Carbon dioxide (CO2)",-
"2019","3B Manure management","Methane (CH4)",500
"2019","3B Manure management","Nitrous oxide (N2O)",247
"2019","3B Manure management","F-gases (HFCs+PFCs+SF6)",-
"2019","3B Manure management","Hydrofluorocarbons (HFCs)",-
"2019","3B Manure management","Perfluorocarbons (PFCs)",-
"2019","3B Manure management","Sulfur hexafluoride (SF6)",-
"2019","3B1 Cattle","Total",445
"2019","3B1 Cattle","Carbon dioxide (CO2)",-
"2019","3B1 Cattle","Methane (CH4)",320
"2019","3B1 Cattle","Nitrous oxide (N2O)",125
"2019","3B1 Cattle","F-gases (HFCs+PFCs+SF6)",-
"2019","3B1 Cattle","Hydrofluorocarbons (HFCs)",-
"2019","3B1 Cattle","Perfluorocarbons (PFCs)",-
"2019","3B1 Cattle","Sulfur hexafluoride (SF6)",-
"2019","3B1a Dairy cattle","Total",286
"2019","3B1a Dairy cattle","Carbon dioxide (CO2)",-
"2019","3B1a Dairy cattle","Methane (CH4)",224
"2019","3B1a Dairy cattle","Nitrous oxide (N2O)",62
"2019","3B1a Dairy cattle","F-gases (HFCs+PFCs+SF6)",-
"2019","3B1a Dairy cattle","Hydrofluorocarbons (HFCs)",-
"2019","3B1a Dairy cattle","Perfluorocarbons (PFCs)",-
"2019","3B1a Dairy cattle","Sulfur hexafluoride (SF6)",-
"2019","3B1b Non-dairy cattle","Total",159
"2019","3B1b Non-dairy cattle","Carbon dioxide (CO2)",-
"2019","3B1b Non-dairy cattle","Methane (CH4)",96
"2019","3B1b Non-dairy cattle","Nitrous oxide (N2O)",63
"2019","3B1b Non-dairy cattle","F-gases (HFCs+PFCs+SF6)",-
"2019","3B1b Non-dairy cattle","Hydrofluorocarbons (HFCs)",-
"2019","3B1b Non-dairy cattle","Perfluorocarbons (PFCs)",-
"2019","3B1b Non-dairy cattle","Sulfur hexafluoride (SF6)",-
"2019","3B2 Sheep","Total",3
"2019","3B2 Sheep","Carbon dioxide (CO2)",-
"2019","3B2 Sheep","Methane (CH4)",1
"2019","3B2 Sheep","Nitrous oxide (N2O)",2
"2019","3B2 Sheep","F-gases (HFCs+PFCs+SF6)",-
"2019","3B2 Sheep","Hydrofluorocarbons (HFCs)",-
"2019","3B2 Sheep","Perfluorocarbons (PFCs)",-
"2019","3B2 Sheep","Sulfur hexafluoride (SF6)",-
"2019","3B3 Swine","Total",110
"2019","3B3 Swine","Carbon dioxide (CO2)",-
"2019","3B3 Swine","Methane (CH4)",101
"2019","3B3 Swine","Nitrous oxide (N2O)",10
"2019","3B3 Swine","F-gases (HFCs+PFCs+SF6)",-
"2019","3B3 Swine","Hydrofluorocarbons (HFCs)",-
"2019","3B3 Swine","Perfluorocarbons (PFCs)",-
"2019","3B3 Swine","Sulfur hexafluoride (SF6)",-
"2019","3B4a Goats","Total",0
"2019","3B4a Goats","Carbon dioxide (CO2)",-
"2019","3B4a Goats","Methane (CH4)",0
"2019","3B4a Goats","Nitrous oxide (N2O)",0
"2019","3B4a Goats","F-gases (HFCs+PFCs+SF6)",-
"2019","3B4a Goats","Hydrofluorocarbons (HFCs)",-
"2019","3B4a Goats","Perfluorocarbons (PFCs)",-
"2019","3B4a Goats","Sulfur hexafluoride (SF6)",-
"2019","3B4b Horses and ponies","Total",17
"2019","3B4b Horses and ponies","Carbon dioxide (CO2)",-
"2019","3B4b Horses and ponies","Methane (CH4)",4
"2019","3B4b Horses and ponies","Nitrous oxide (N2O)",12
"2019","3B4b Horses and ponies","F-gases (HFCs+PFCs+SF6)",-
"2019","3B4b Horses and ponies","Hydrofluorocarbons (HFCs)",-
"2019","3B4b Horses and ponies","Perfluorocarbons (PFCs)",-
"2019","3B4b Horses and ponies","Sulfur hexafluoride (SF6)",-
"2019","3B4c Poultry","Total",19
"2019","3B4c Poultry","Carbon dioxide (CO2)",-
"2019","3B4c Poultry","Methane (CH4)",13
"2019","3B4c Poultry","Nitrous oxide (N2O)",6
"2019","3B4c Poultry","F-gases (HFCs+PFCs+SF6)",-
"2019","3B4c Poultry","Hydrofluorocarbons (HFCs)",-
"2019","3B4c Poultry","Perfluorocarbons (PFCs)",-
"2019","3B4c Poultry","Sulfur hexafluoride (SF6)",-
"2019","3B4di Reindeer","Total",2
"2019","3B4di Reindeer","Carbon dioxide (CO2)",-
"2019","3B4di Reindeer","Methane (CH4)",2
"2019","3B4di Reindeer","Nitrous oxide (N2O)",-
"2019","3B4di Reindeer","F-gases (HFCs+PFCs+SF6)",-
"2019","3B4di Reindeer","Hydrofluorocarbons (HFCs)",-
"2019","3B4di Reindeer","Perfluorocarbons (PFCs)",-
"2019","3B4di Reindeer","Sulfur hexafluoride (SF6)",-
"2019","3B4dii Fur-bearing animals","Total",75
"2019","3B4dii Fur-bearing animals","Carbon dioxide (CO2)",-
"2019","3B4dii Fur-bearing animals","Methane (CH4)",59
"2019","3B4dii Fur-bearing animals","Nitrous oxide (N2O)",16
"2019","3B4dii Fur-bearing animals","F-gases (HFCs+PFCs+SF6)",-
"2019","3B4dii Fur-bearing animals","Hydrofluorocarbons (HFCs)",-
"2019","3B4dii Fur-bearing animals","Perfluorocarbons (PFCs)",-
"2019","3B4dii Fur-bearing animals","Sulfur hexafluoride (SF6)",-
"2019","3B5 Indirect N2O emissions from manure management","Total",75
"2019","3B5 Indirect N2O emissions from manure management","Carbon dioxide (CO2)",-
"2019","3B5 Indirect N2O emissions from manure management","Methane (CH4)",-
"2019","3B5 Indirect N2O emissions from manure management","Nitrous oxide (N2O)",75
"2019","3B5 Indirect N2O emissions from manure management","F-gases (HFCs+PFCs+SF6)",-
"2019","3B5 Indirect N2O emissions from manure management","Hydrofluorocarbons (HFCs)",-
"2019","3B5 Indirect N2O emissions from manure management","Perfluorocarbons (PFCs)",-
"2019","3B5 Indirect N2O emissions from manure management","Sulfur hexafluoride (SF6)",-
"2019","3D Agricultural soils","Total",3166
"2019","3D Agricultural soils","Carbon dioxide (CO2)",-
"2019","3D Agricultural soils","Methane (CH4)",-
"2019","3D Agricultural soils","Nitrous oxide (N2O)",3166
"2019","3D Agricultural soils","F-gases (HFCs+PFCs+SF6)",-
"2019","3D Agricultural soils","Hydrofluorocarbons (HFCs)",-
"2019","3D Agricultural soils","Perfluorocarbons (PFCs)",-
"2019","3D Agricultural soils","Sulfur hexafluoride (SF6)",-
"2019","3Da Direct N2O emissions from managed soils","Total",2897
"2019","3Da Direct N2O emissions from managed soils","Carbon dioxide (CO2)",-
"2019","3Da Direct N2O emissions from managed soils","Methane (CH4)",-
"2019","3Da Direct N2O emissions from managed soils","Nitrous oxide (N2O)",2897
"2019","3Da Direct N2O emissions from managed soils","F-gases (HFCs+PFCs+SF6)",-
"2019","3Da Direct N2O emissions from managed soils","Hydrofluorocarbons (HFCs)",-
"2019","3Da Direct N2O emissions from managed soils","Perfluorocarbons (PFCs)",-
"2019","3Da Direct N2O emissions from managed soils","Sulfur hexafluoride (SF6)",-
"2019","3Da1 Inorganic N fertilizers","Total",611
"2019","3Da1 Inorganic N fertilizers","Carbon dioxide (CO2)",-
"2019","3Da1 Inorganic N fertilizers","Methane (CH4)",-
"2019","3Da1 Inorganic N fertilizers","Nitrous oxide (N2O)",611
"2019","3Da1 Inorganic N fertilizers","F-gases (HFCs+PFCs+SF6)",-
"2019","3Da1 Inorganic N fertilizers","Hydrofluorocarbons (HFCs)",-
"2019","3Da1 Inorganic N fertilizers","Perfluorocarbons (PFCs)",-
"2019","3Da1 Inorganic N fertilizers","Sulfur hexafluoride (SF6)",-
"2019","3Da2 Organic N fertilizers","Total",312
"2019","3Da2 Organic N fertilizers","Carbon dioxide (CO2)",-
"2019","3Da2 Organic N fertilizers","Methane (CH4)",-
"2019","3Da2 Organic N fertilizers","Nitrous oxide (N2O)",312
"2019","3Da2 Organic N fertilizers","F-gases (HFCs+PFCs+SF6)",-
"2019","3Da2 Organic N fertilizers","Hydrofluorocarbons (HFCs)",-
"2019","3Da2 Organic N fertilizers","Perfluorocarbons (PFCs)",-
"2019","3Da2 Organic N fertilizers","Sulfur hexafluoride (SF6)",-
"2019","3Da3 Urine and dung deposited by grazing animals","Total",91
"2019","3Da3 Urine and dung deposited by grazing animals","Carbon dioxide (CO2)",-
"2019","3Da3 Urine and dung deposited by grazing animals","Methane (CH4)",-
"2019","3Da3 Urine and dung deposited by grazing animals","Nitrous oxide (N2O)",91
"2019","3Da3 Urine and dung deposited by grazing animals","F-gases (HFCs+PFCs+SF6)",-
"2019","3Da3 Urine and dung deposited by grazing animals","Hydrofluorocarbons (HFCs)",-
"2019","3Da3 Urine and dung deposited by grazing animals","Perfluorocarbons (PFCs)",-
"2019","3Da3 Urine and dung deposited by grazing animals","Sulfur hexafluoride (SF6)",-
"2019","3Da4 Crop residues","Total",393
"2019","3Da4 Crop residues","Carbon dioxide (CO2)",-
"2019","3Da4 Crop residues","Methane (CH4)",-
"2019","3Da4 Crop residues","Nitrous oxide (N2O)",393
"2019","3Da4 Crop residues","F-gases (HFCs+PFCs+SF6)",-
"2019","3Da4 Crop residues","Hydrofluorocarbons (HFCs)",-
"2019","3Da4 Crop residues","Perfluorocarbons (PFCs)",-
"2019","3Da4 Crop residues","Sulfur hexafluoride (SF6)",-
"2019","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Total",107
"2019","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Carbon dioxide (CO2)",-
"2019","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Methane (CH4)",-
"2019","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Nitrous oxide (N2O)",107
"2019","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","F-gases (HFCs+PFCs+SF6)",-
"2019","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Hydrofluorocarbons (HFCs)",-
"2019","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Perfluorocarbons (PFCs)",-
"2019","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Sulfur hexafluoride (SF6)",-
"2019","3Da6 Cultivation of organic soils of croplands and grasslands","Total",1383
"2019","3Da6 Cultivation of organic soils of croplands and grasslands","Carbon dioxide (CO2)",-
"2019","3Da6 Cultivation of organic soils of croplands and grasslands","Methane (CH4)",-
"2019","3Da6 Cultivation of organic soils of croplands and grasslands","Nitrous oxide (N2O)",1383
"2019","3Da6 Cultivation of organic soils of croplands and grasslands","F-gases (HFCs+PFCs+SF6)",-
"2019","3Da6 Cultivation of organic soils of croplands and grasslands","Hydrofluorocarbons (HFCs)",-
"2019","3Da6 Cultivation of organic soils of croplands and grasslands","Perfluorocarbons (PFCs)",-
"2019","3Da6 Cultivation of organic soils of croplands and grasslands","Sulfur hexafluoride (SF6)",-
"2019","3Db Indirect N2O emissions from managed soils","Total",269
"2019","3Db Indirect N2O emissions from managed soils","Carbon dioxide (CO2)",-
"2019","3Db Indirect N2O emissions from managed soils","Methane (CH4)",-
"2019","3Db Indirect N2O emissions from managed soils","Nitrous oxide (N2O)",269
"2019","3Db Indirect N2O emissions from managed soils","F-gases (HFCs+PFCs+SF6)",-
"2019","3Db Indirect N2O emissions from managed soils","Hydrofluorocarbons (HFCs)",-
"2019","3Db Indirect N2O emissions from managed soils","Perfluorocarbons (PFCs)",-
"2019","3Db Indirect N2O emissions from managed soils","Sulfur hexafluoride (SF6)",-
"2019","3F Field burning of agricultural residues","Total",3
"2019","3F Field burning of agricultural residues","Carbon dioxide (CO2)",-
"2019","3F Field burning of agricultural residues","Methane (CH4)",2
"2019","3F Field burning of agricultural residues","Nitrous oxide (N2O)",1
"2019","3F Field burning of agricultural residues","F-gases (HFCs+PFCs+SF6)",-
"2019","3F Field burning of agricultural residues","Hydrofluorocarbons (HFCs)",-
"2019","3F Field burning of agricultural residues","Perfluorocarbons (PFCs)",-
"2019","3F Field burning of agricultural residues","Sulfur hexafluoride (SF6)",-
"2019","3G Liming","Total",188
"2019","3G Liming","Carbon dioxide (CO2)",188
"2019","3G Liming","Methane (CH4)",-
"2019","3G Liming","Nitrous oxide (N2O)",-
"2019","3G Liming","F-gases (HFCs+PFCs+SF6)",-
"2019","3G Liming","Hydrofluorocarbons (HFCs)",-
"2019","3G Liming","Perfluorocarbons (PFCs)",-
"2019","3G Liming","Sulfur hexafluoride (SF6)",-
"2019","3H Urea application","Total",2
"2019","3H Urea application","Carbon dioxide (CO2)",2
"2019","3H Urea application","Methane (CH4)",-
"2019","3H Urea application","Nitrous oxide (N2O)",-
"2019","3H Urea application","F-gases (HFCs+PFCs+SF6)",-
"2019","3H Urea application","Hydrofluorocarbons (HFCs)",-
"2019","3H Urea application","Perfluorocarbons (PFCs)",-
"2019","3H Urea application","Sulfur hexafluoride (SF6)",-
"2019","4 Land use, land-use change and forestry (LULUCF)","Total",-3233
"2019","4 Land use, land-use change and forestry (LULUCF)","Carbon dioxide (CO2)",-5882
"2019","4 Land use, land-use change and forestry (LULUCF)","Methane (CH4)",855
"2019","4 Land use, land-use change and forestry (LULUCF)","Nitrous oxide (N2O)",1793
"2019","4 Land use, land-use change and forestry (LULUCF)","F-gases (HFCs+PFCs+SF6)",-
